Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","24/09/2021 09:52 UTC"
"Last updated:","18 June 2021"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:","Population figures"
"Content type","End year stock population totals"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=6ijzZj
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Population types included","REF,ROC,ASY,IDP,IOC,VDA,OOC,STA"
Years:
Origin:,AFG
"Country of asylum:",all
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Refugees under UNHCR's mandate",Asylum-seekers,"IDPs of concern to UNHCR","Venezuelans displaced abroad","Stateless persons","Others of concern"
2015,Afghanistan,AFG,Uzbekistan,UZB,106,0,0,,0,0
2015,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,5,0,0,,0,0
2016,Afghanistan,AFG,Afghanistan,AFG,0,0,1797551,,0,114221
2016,Afghanistan,AFG,Egypt,EGY,14,21,0,,0,0
2016,Afghanistan,AFG,Argentina,ARG,5,0,0,,0,0
2016,Afghanistan,AFG,Australia,AUS,9217,2077,0,,0,0
2016,Afghanistan,AFG,Austria,AUT,20220,29783,0,,0,0
2016,Afghanistan,AFG,Azerbaijan,AZE,562,135,0,,0,0
2016,Afghanistan,AFG,Belgium,BEL,3201,6457,0,,0,0
2016,Afghanistan,AFG,Belarus,BLR,227,6,0,,0,0
2016,Afghanistan,AFG,Brazil,BRA,98,34,0,,0,0
2016,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,0,5,0,,0,0
2016,Afghanistan,AFG,Bulgaria,BGR,170,7636,0,,0,0
2016,Afghanistan,AFG,Canada,CAN,3177,456,0,,0,0
2016,Afghanistan,AFG,China,CHN,5,20,0,,0,0
2016,Afghanistan,AFG,Chile,CHL,13,0,0,,0,0
2016,Afghanistan,AFG,Colombia,COL,8,0,0,,0,0
2016,Afghanistan,AFG,Cuba,CUB,45,0,0,,0,0
2016,Afghanistan,AFG,Cyprus,CYP,7,7,0,,0,0
2016,Afghanistan,AFG,Czechia,CZE,234,16,0,,0,0
2016,Afghanistan,AFG,Denmark,DNK,2364,1689,0,,0,0
2016,Afghanistan,AFG,"Dominican Rep.",DOM,5,0,0,,0,0
2016,Afghanistan,AFG,Estonia,EST,23,0,0,,0,0
2016,Afghanistan,AFG,Fiji,FJI,7,0,0,,0,0
2016,Afghanistan,AFG,Finland,FIN,2216,986,0,,0,0
2016,Afghanistan,AFG,France,FRA,7685,4180,0,,0,0
2016,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,9752,2793,0,,0,0
2016,Afghanistan,AFG,Georgia,GEO,5,9,0,,0,0
2016,Afghanistan,AFG,Germany,DEU,46292,126522,0,,0,0
2016,Afghanistan,AFG,Greece,GRC,11440,4217,0,,0,0
2016,Afghanistan,AFG,Croatia,HRV,39,140,0,,0,0
2016,Afghanistan,AFG,Hungary,HUN,1008,1392,0,,0,0
2016,Afghanistan,AFG,Iceland,ISL,18,11,0,,0,0
2016,Afghanistan,AFG,India,IND,7693,4255,0,,0,0
2016,Afghanistan,AFG,Indonesia,IDN,4379,2775,0,,0,0
2016,Afghanistan,AFG,Ireland,IRL,222,116,0,,0,0
2016,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,951142,7,0,,0,0
2016,Afghanistan,AFG,Iraq,IRQ,11,104,0,,0,0
2016,Afghanistan,AFG,Italy,ITA,16033,1926,0,,0,0
2016,Afghanistan,AFG,Jordan,JOR,8,9,0,,0,0
2016,Afghanistan,AFG,Japan,JPN,49,0,0,,0,0
2016,Afghanistan,AFG,Kazakhstan,KAZ,599,87,0,,0,0
2016,Afghanistan,AFG,Kenya,KEN,8,0,0,,0,0
2016,Afghanistan,AFG,Kyrgyzstan,KGZ,242,72,0,,0,0
2016,Afghanistan,AFG,"Rep. of Korea",KOR,33,8,0,,0,0
2016,Afghanistan,AFG,Lebanon,LBN,22,6,0,,0,0
2016,Afghanistan,AFG,Liechtenstein,LIE,0,7,0,,0,0
2016,Afghanistan,AFG,"Sri Lanka",LKA,75,113,0,,0,0
2016,Afghanistan,AFG,Lithuania,LTU,205,24,0,,0,0
2016,Afghanistan,AFG,Luxembourg,LUX,43,230,0,,0,0
2016,Afghanistan,AFG,Latvia,LVA,44,10,0,,0,0
2016,Afghanistan,AFG,Madagascar,MDG,0,5,0,,0,0
2016,Afghanistan,AFG,Mauritania,MRT,0,7,0,,0,0
2016,Afghanistan,AFG,"North Macedonia",MKD,5,0,0,,0,0
2016,Afghanistan,AFG,"Rep. of Moldova",MDA,19,7,0,,0,0
2016,Afghanistan,AFG,Mexico,MEX,0,6,0,,0,0
2016,Afghanistan,AFG,Malaysia,MYS,252,454,0,,0,0
2016,Afghanistan,AFG,Mongolia,MNG,5,0,0,,0,0
2016,Afghanistan,AFG,Malta,MLT,0,7,0,,0,0
2016,Afghanistan,AFG,Montenegro,MNE,0,21,0,,0,0
2016,Afghanistan,AFG,Nepal,NPL,59,0,0,,0,0
2016,Afghanistan,AFG,Netherlands,NLD,5791,1672,0,,0,0
2016,Afghanistan,AFG,Nigeria,NGA,5,0,0,,0,0
2016,Afghanistan,AFG,Norway,NOR,6568,2452,0,,0,0
2016,Afghanistan,AFG,Nauru,NRU,41,7,0,,0,0
2016,Afghanistan,AFG,"New Zealand",NZL,41,5,0,,0,0
2016,Afghanistan,AFG,Pakistan,PAK,1352160,4447,0,,0,0
2016,Afghanistan,AFG,Panama,PAN,0,8,0,,0,0
2016,Afghanistan,AFG,Philippines,PHL,12,0,0,,0,0
2016,Afghanistan,AFG,"Papua New Guinea",PNG,28,0,0,,0,0
2016,Afghanistan,AFG,Poland,POL,92,8,0,,0,0
2016,Afghanistan,AFG,Portugal,PRT,14,11,0,,0,0
2016,Afghanistan,AFG,Romania,ROU,129,0,0,,0,0
2016,Afghanistan,AFG,"South Africa",ZAF,6,0,0,,0,0
2016,Afghanistan,AFG,"Russian Federation",RUS,709,226,0,,0,0
2016,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,3449,70,0,,0,0
2016,Afghanistan,AFG,Senegal,SEN,8,0,0,,0,0
2016,Afghanistan,AFG,Spain,ESP,235,115,0,,0,0
2016,Afghanistan,AFG,Sudan,SDN,6,0,0,,0,0
2016,Afghanistan,AFG,Slovakia,SVK,287,0,0,,0,0
2016,Afghanistan,AFG,Slovenia,SVN,36,93,0,,0,0
2016,Afghanistan,AFG,Sweden,SWE,16558,34217,0,,0,0
2016,Afghanistan,AFG,Switzerland,CHE,5675,7761,0,,0,0
2016,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1186,280,0,,0,0
2016,Afghanistan,AFG,Thailand,THA,54,17,0,,0,0
2016,Afghanistan,AFG,Tajikistan,TJK,2711,431,0,,0,0
2016,Afghanistan,AFG,Turkmenistan,TKM,19,0,0,,0,0
2016,Afghanistan,AFG,Turkey,TUR,3423,114693,0,,0,0
2016,Afghanistan,AFG,"United Arab Emirates",ARE,0,18,0,,0,0
2016,Afghanistan,AFG,Ukraine,UKR,1497,2909,0,,0,0
2016,Afghanistan,AFG,"United States of America",USA,1466,784,0,,0,0
2016,Afghanistan,AFG,Uzbekistan,UZB,26,0,0,,0,0
2016,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,10,0,0,,0,0
2017,Afghanistan,AFG,Afghanistan,AFG,0,0,1837079,,0,448032
2017,Afghanistan,AFG,Egypt,EGY,17,22,0,,0,0
2017,Afghanistan,AFG,Argentina,ARG,5,9,0,,0,0
2017,Afghanistan,AFG,Armenia,ARM,0,5,0,,0,0
2017,Afghanistan,AFG,Australia,AUS,10922,1795,0,,0,0
2017,Afghanistan,AFG,Austria,AUT,26939,24233,0,,0,0
2017,Afghanistan,AFG,Azerbaijan,AZE,587,70,0,,0,0
2017,Afghanistan,AFG,Belgium,BEL,3201,3915,0,,0,0
2017,Afghanistan,AFG,Belarus,BLR,209,0,0,,0,0
2017,Afghanistan,AFG,Brazil,BRA,99,165,0,,0,0
2017,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,0,9,0,,0,0
2017,Afghanistan,AFG,Bulgaria,BGR,169,752,0,,0,0
2017,Afghanistan,AFG,Canada,CAN,3356,717,0,,0,0
2017,Afghanistan,AFG,China,CHN,8,18,0,,0,0
2017,Afghanistan,AFG,Chile,CHL,13,12,0,,0,0
2017,Afghanistan,AFG,Colombia,COL,8,0,0,,0,0
2017,Afghanistan,AFG,Cuba,CUB,45,0,0,,0,0
2017,Afghanistan,AFG,Cyprus,CYP,12,5,0,,0,0
2017,Afghanistan,AFG,Czechia,CZE,234,5,0,,0,0
2017,Afghanistan,AFG,Denmark,DNK,2668,769,0,,0,0
2017,Afghanistan,AFG,"Dominican Rep.",DOM,5,7,0,,0,0
2017,Afghanistan,AFG,Ecuador,ECU,94,63,0,,0,0
2017,Afghanistan,AFG,Estonia,EST,23,0,0,,0,0
2017,Afghanistan,AFG,Fiji,FJI,7,5,0,,0,0
2017,Afghanistan,AFG,Finland,FIN,2571,320,0,,0,0
2017,Afghanistan,AFG,France,FRA,13425,4314,0,,0,0
2017,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,9858,2347,0,,0,0
2017,Afghanistan,AFG,Georgia,GEO,5,16,0,,0,0
2017,Afghanistan,AFG,Germany,DEU,104385,87321,0,,0,0
2017,Afghanistan,AFG,Greece,GRC,4751,6922,0,,0,0
2017,Afghanistan,AFG,Croatia,HRV,45,93,0,,0,0
2017,Afghanistan,AFG,Hungary,HUN,1412,241,0,,0,0
2017,Afghanistan,AFG,Iceland,ISL,44,10,0,,0,0
2017,Afghanistan,AFG,India,IND,7758,5743,0,,0,0
2017,Afghanistan,AFG,Indonesia,IDN,5477,2082,0,,0,0
2017,Afghanistan,AFG,Ireland,IRL,230,180,0,,0,0
2017,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,951142,0,0,,0,0
2017,Afghanistan,AFG,Iraq,IRQ,11,107,0,,0,0
2017,Afghanistan,AFG,Italy,ITA,17171,322,0,,0,0
2017,Afghanistan,AFG,Jordan,JOR,8,9,0,,0,0
2017,Afghanistan,AFG,Japan,JPN,51,0,0,,0,0
2017,Afghanistan,AFG,Kazakhstan,KAZ,561,164,0,,0,0
2017,Afghanistan,AFG,Kenya,KEN,8,5,0,,0,0
2017,Afghanistan,AFG,Kyrgyzstan,KGZ,236,46,0,,0,0
2017,Afghanistan,AFG,"Rep. of Korea",KOR,37,7,0,,0,0
2017,Afghanistan,AFG,Libya,LBY,0,11,0,,0,0
2017,Afghanistan,AFG,Lebanon,LBN,22,6,0,,0,0
2017,Afghanistan,AFG,Liechtenstein,LIE,5,0,0,,0,0
2017,Afghanistan,AFG,"Sri Lanka",LKA,133,58,0,,0,0
2017,Afghanistan,AFG,Lithuania,LTU,212,9,0,,0,0
2017,Afghanistan,AFG,Luxembourg,LUX,43,70,0,,0,0
2017,Afghanistan,AFG,Latvia,LVA,58,8,0,,0,0
2017,Afghanistan,AFG,Madagascar,MDG,5,0,0,,0,0
2017,Afghanistan,AFG,Mauritania,MRT,0,7,0,,0,0
2017,Afghanistan,AFG,"North Macedonia",MKD,5,0,0,,0,0
2017,Afghanistan,AFG,"Rep. of Moldova",MDA,18,7,0,,0,0
2017,Afghanistan,AFG,Mexico,MEX,0,6,0,,0,0
2017,Afghanistan,AFG,Malaysia,MYS,389,798,0,,0,0
2017,Afghanistan,AFG,Mongolia,MNG,5,0,0,,0,0
2017,Afghanistan,AFG,Morocco,MAR,5,0,0,,0,0
2017,Afghanistan,AFG,Malta,MLT,0,6,0,,0,0
2017,Afghanistan,AFG,Nepal,NPL,57,0,0,,0,0
2017,Afghanistan,AFG,Netherlands,NLD,6205,413,0,,0,0
2017,Afghanistan,AFG,Nigeria,NGA,5,0,0,,0,0
2017,Afghanistan,AFG,Norway,NOR,6490,616,0,,0,0
2017,Afghanistan,AFG,Nauru,NRU,81,0,0,,0,0
2017,Afghanistan,AFG,"New Zealand",NZL,42,20,0,,0,0
2017,Afghanistan,AFG,Pakistan,PAK,1392610,3241,0,,0,0
2017,Afghanistan,AFG,Panama,PAN,5,6,0,,0,0
2017,Afghanistan,AFG,Philippines,PHL,13,5,0,,0,0
2017,Afghanistan,AFG,"Papua New Guinea",PNG,117,0,0,,0,0
2017,Afghanistan,AFG,Poland,POL,99,7,0,,0,0
2017,Afghanistan,AFG,Portugal,PRT,18,0,0,,0,0
2017,Afghanistan,AFG,Romania,ROU,152,111,0,,0,0
2017,Afghanistan,AFG,"Russian Federation",RUS,661,167,0,,0,0
2017,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,2182,49,0,,0,0
2017,Afghanistan,AFG,Spain,ESP,287,148,0,,0,0
2017,Afghanistan,AFG,Sudan,SDN,0,0,0,,0,8
2017,Afghanistan,AFG,Slovakia,SVK,246,0,0,,0,0
2017,Afghanistan,AFG,Slovenia,SVN,41,41,0,,0,0
2017,Afghanistan,AFG,Sweden,SWE,25645,17812,0,,0,0
2017,Afghanistan,AFG,Switzerland,CHE,8151,5620,0,,0,0
2017,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1221,32,0,,0,0
2017,Afghanistan,AFG,Thailand,THA,88,5,0,,0,0
2017,Afghanistan,AFG,Tajikistan,TJK,2516,440,0,,0,0
2017,Afghanistan,AFG,Turkmenistan,TKM,14,0,0,,0,0
2017,Afghanistan,AFG,Turkey,TUR,5603,157810,0,,0,0
2017,Afghanistan,AFG,"United Arab Emirates",ARE,5,14,0,,0,0
2017,Afghanistan,AFG,Ukraine,UKR,1410,2808,0,,0,0
2017,Afghanistan,AFG,"United States of America",USA,1564,810,0,,0,0
2017,Afghanistan,AFG,Uzbekistan,UZB,20,0,0,,0,0
2017,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,10,0,0,,0,0
2018,Afghanistan,AFG,Afghanistan,AFG,0,0,2106893,,0,489854
2018,Afghanistan,AFG,Egypt,EGY,20,23,0,,0,0
2018,Afghanistan,AFG,Argentina,ARG,5,8,0,,0,0
2018,Afghanistan,AFG,Armenia,ARM,0,16,0,,0,0
2018,Afghanistan,AFG,Australia,AUS,11932,1600,0,,0,0
2018,Afghanistan,AFG,Austria,AUT,33103,16093,0,,0,0
2018,Afghanistan,AFG,Azerbaijan,AZE,636,100,0,,0,0
2018,Afghanistan,AFG,Belgium,BEL,3201,2105,0,,0,0
2018,Afghanistan,AFG,Belarus,BLR,208,31,0,,0,0
2018,Afghanistan,AFG,Brazil,BRA,121,178,0,,0,0
2018,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,0,246,0,,0,0
2018,Afghanistan,AFG,Bulgaria,BGR,205,584,0,,0,0
2018,Afghanistan,AFG,Canada,CAN,3603,769,0,,0,0
2018,Afghanistan,AFG,China,CHN,9,23,0,,0,0
2018,Afghanistan,AFG,Chile,CHL,13,13,0,,0,0
2018,Afghanistan,AFG,Colombia,COL,9,0,0,,0,0
2018,Afghanistan,AFG,Cuba,CUB,42,0,0,,0,0
2018,Afghanistan,AFG,Cyprus,CYP,14,5,0,,0,0
2018,Afghanistan,AFG,Czechia,CZE,46,16,0,,0,0
2018,Afghanistan,AFG,Denmark,DNK,2750,284,0,,0,0
2018,Afghanistan,AFG,"Dominican Rep.",DOM,0,5,0,,0,0
2018,Afghanistan,AFG,Ecuador,ECU,141,9,0,,0,0
2018,Afghanistan,AFG,Estonia,EST,8,0,0,,0,0
2018,Afghanistan,AFG,Fiji,FJI,0,7,0,,0,0
2018,Afghanistan,AFG,Finland,FIN,2944,187,0,,0,0
2018,Afghanistan,AFG,France,FRA,18534,8085,0,,0,0
2018,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,9839,2438,0,,0,0
2018,Afghanistan,AFG,Georgia,GEO,5,37,0,,0,0
2018,Afghanistan,AFG,Germany,DEU,126018,65838,0,,0,0
2018,Afghanistan,AFG,Greece,GRC,9291,13533,0,,0,0
2018,Afghanistan,AFG,Croatia,HRV,53,21,0,,0,0
2018,Afghanistan,AFG,Hungary,HUN,1552,68,0,,0,0
2018,Afghanistan,AFG,Iceland,ISL,58,29,0,,0,0
2018,Afghanistan,AFG,India,IND,6984,7864,0,,0,0
2018,Afghanistan,AFG,Indonesia,IDN,6098,1635,0,,0,0
2018,Afghanistan,AFG,Ireland,IRL,289,148,0,,0,0
2018,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,951142,0,0,,0,0
2018,Afghanistan,AFG,Iraq,IRQ,12,66,0,,0,0
2018,Afghanistan,AFG,Italy,ITA,16941,825,0,,0,0
2018,Afghanistan,AFG,Jordan,JOR,8,10,0,,0,0
2018,Afghanistan,AFG,Japan,JPN,55,0,0,,0,0
2018,Afghanistan,AFG,Kazakhstan,KAZ,538,164,0,,0,0
2018,Afghanistan,AFG,Kenya,KEN,8,10,0,,0,0
2018,Afghanistan,AFG,Kyrgyzstan,KGZ,223,34,0,,0,0
2018,Afghanistan,AFG,"Rep. of Korea",KOR,38,31,0,,0,0
2018,Afghanistan,AFG,Libya,LBY,0,11,0,,0,0
2018,Afghanistan,AFG,Lebanon,LBN,17,6,0,,0,0
2018,Afghanistan,AFG,Liechtenstein,LIE,5,0,0,,0,0
2018,Afghanistan,AFG,"Sri Lanka",LKA,146,34,0,,0,0
2018,Afghanistan,AFG,Lithuania,LTU,222,20,0,,0,0
2018,Afghanistan,AFG,Luxembourg,LUX,43,115,0,,0,0
2018,Afghanistan,AFG,Latvia,LVA,67,0,0,,0,0
2018,Afghanistan,AFG,Madagascar,MDG,5,0,0,,0,0
2018,Afghanistan,AFG,Mauritania,MRT,0,8,0,,0,0
2018,Afghanistan,AFG,"North Macedonia",MKD,5,0,0,,0,0
2018,Afghanistan,AFG,"Rep. of Moldova",MDA,18,6,0,,0,0
2018,Afghanistan,AFG,Malaysia,MYS,647,1070,0,,0,0
2018,Afghanistan,AFG,Mongolia,MNG,5,0,0,,0,0
2018,Afghanistan,AFG,Morocco,MAR,5,5,0,,0,0
2018,Afghanistan,AFG,Malta,MLT,0,5,0,,0,0
2018,Afghanistan,AFG,Nepal,NPL,55,0,0,,0,0
2018,Afghanistan,AFG,Netherlands,NLD,6267,538,0,,0,0
2018,Afghanistan,AFG,Nigeria,NGA,5,0,0,,0,0
2018,Afghanistan,AFG,Norway,NOR,6065,193,0,,0,0
2018,Afghanistan,AFG,Nauru,NRU,81,5,0,,0,0
2018,Afghanistan,AFG,"New Zealand",NZL,47,5,0,,0,0
2018,Afghanistan,AFG,Pakistan,PAK,1403521,5012,0,,0,0
2018,Afghanistan,AFG,Panama,PAN,5,6,0,,0,0
2018,Afghanistan,AFG,Philippines,PHL,14,6,0,,0,0
2018,Afghanistan,AFG,"Papua New Guinea",PNG,118,7,0,,0,0
2018,Afghanistan,AFG,Poland,POL,110,15,0,,0,0
2018,Afghanistan,AFG,Portugal,PRT,16,5,0,,0,0
2018,Afghanistan,AFG,Romania,ROU,155,74,0,,0,0
2018,Afghanistan,AFG,"Russian Federation",RUS,789,226,0,,0,0
2018,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,1726,18,0,,0,0
2018,Afghanistan,AFG,Senegal,SEN,0,9,0,,0,0
2018,Afghanistan,AFG,Spain,ESP,338,195,0,,0,0
2018,Afghanistan,AFG,Sudan,SDN,6,0,0,,0,5
2018,Afghanistan,AFG,Slovakia,SVK,260,0,0,,0,0
2018,Afghanistan,AFG,Slovenia,SVN,48,29,0,,0,0
2018,Afghanistan,AFG,Sweden,SWE,28204,8614,0,,0,0
2018,Afghanistan,AFG,Switzerland,CHE,12282,1793,0,,0,0
2018,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1229,10,0,,0,0
2018,Afghanistan,AFG,Thailand,THA,136,11,0,,0,0
2018,Afghanistan,AFG,Tajikistan,TJK,2649,315,0,,0,0
2018,Afghanistan,AFG,Turkmenistan,TKM,14,0,0,,0,0
2018,Afghanistan,AFG,Turkey,TUR,6606,164913,0,,0,0
2018,Afghanistan,AFG,"United Arab Emirates",ARE,5,20,0,,0,0
2018,Afghanistan,AFG,Ukraine,UKR,1013,2905,0,,0,0
2018,Afghanistan,AFG,"United States of America",USA,1599,765,0,,0,0
2018,Afghanistan,AFG,Uzbekistan,UZB,13,0,0,,0,0
2018,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,10,0,0,,0,0
2019,Afghanistan,AFG,Afghanistan,AFG,0,0,2553390,,0,447093
2019,Afghanistan,AFG,Egypt,EGY,28,36,0,,0,0
2019,Afghanistan,AFG,Argentina,ARG,12,0,0,,0,0
2019,Afghanistan,AFG,Armenia,ARM,5,0,0,,0,0
2019,Afghanistan,AFG,Australia,AUS,11585,1712,0,,0,0
2019,Afghanistan,AFG,Austria,AUT,37276,12606,0,,0,0
2019,Afghanistan,AFG,Azerbaijan,AZE,627,94,0,,0,0
2019,Afghanistan,AFG,Belgium,BEL,5070,1035,0,,0,0
2019,Afghanistan,AFG,Belarus,BLR,213,13,0,,0,0
2019,Afghanistan,AFG,Brazil,BRA,132,185,0,,0,0
2019,Afghanistan,AFG,"Bosnia and Herzegovina",BIH,0,134,0,,0,902
2019,Afghanistan,AFG,Bulgaria,BGR,243,1075,0,,0,0
2019,Afghanistan,AFG,Canada,CAN,2447,634,0,,0,0
2019,Afghanistan,AFG,China,CHN,21,21,0,,0,0
2019,Afghanistan,AFG,Chile,CHL,13,13,0,,0,0
2019,Afghanistan,AFG,Colombia,COL,9,0,0,,0,0
2019,Afghanistan,AFG,Cuba,CUB,36,0,0,,0,0
2019,Afghanistan,AFG,Cyprus,CYP,14,5,0,,0,0
2019,Afghanistan,AFG,Czechia,CZE,45,14,0,,0,0
2019,Afghanistan,AFG,Denmark,DNK,2620,86,0,,0,0
2019,Afghanistan,AFG,"Dominican Rep.",DOM,0,9,0,,0,0
2019,Afghanistan,AFG,Ecuador,ECU,150,5,0,,0,0
2019,Afghanistan,AFG,Estonia,EST,9,0,0,,0,0
2019,Afghanistan,AFG,Fiji,FJI,5,5,0,,0,0
2019,Afghanistan,AFG,Finland,FIN,3238,1487,0,,0,0
2019,Afghanistan,AFG,France,FRA,24293,11070,0,,0,0
2019,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,9513,2890,0,,0,0
2019,Afghanistan,AFG,Georgia,GEO,11,18,0,,0,0
2019,Afghanistan,AFG,Germany,DEU,140366,47826,0,,0,0
2019,Afghanistan,AFG,Greece,GRC,17685,27608,0,,0,0
2019,Afghanistan,AFG,"China, Hong Kong SAR",HKG,5,0,0,,0,0
2019,Afghanistan,AFG,Croatia,HRV,53,108,0,,0,13
2019,Afghanistan,AFG,Hungary,HUN,1487,92,0,,0,0
2019,Afghanistan,AFG,Iceland,ISL,86,21,0,,0,0
2019,Afghanistan,AFG,India,IND,7470,8300,0,,0,0
2019,Afghanistan,AFG,Indonesia,IDN,5866,1928,0,,0,0
2019,Afghanistan,AFG,Ireland,IRL,366,129,0,,0,0
2019,Afghanistan,AFG,"Iran (Islamic Rep. of)",IRN,951142,0,0,,0,0
2019,Afghanistan,AFG,Iraq,IRQ,11,56,0,,0,0
2019,Afghanistan,AFG,Italy,ITA,17849,840,0,,0,0
2019,Afghanistan,AFG,Jordan,JOR,8,11,0,,0,0
2019,Afghanistan,AFG,Japan,JPN,68,0,0,,0,0
2019,Afghanistan,AFG,Kazakhstan,KAZ,491,181,0,,0,0
2019,Afghanistan,AFG,Kenya,KEN,10,9,0,,0,0
2019,Afghanistan,AFG,Kyrgyzstan,KGZ,227,104,0,,0,0
2019,Afghanistan,AFG,"Rep. of Korea",KOR,41,49,0,,0,0
2019,Afghanistan,AFG,Kuwait,KWT,0,17,0,,0,0
2019,Afghanistan,AFG,Libya,LBY,0,11,0,,0,0
2019,Afghanistan,AFG,Lebanon,LBN,18,6,0,,0,0
2019,Afghanistan,AFG,Liechtenstein,LIE,5,0,0,,0,0
2019,Afghanistan,AFG,"Sri Lanka",LKA,160,45,0,,0,0
2019,Afghanistan,AFG,Lithuania,LTU,236,5,0,,0,0
2019,Afghanistan,AFG,Luxembourg,LUX,97,170,0,,0,0
2019,Afghanistan,AFG,Latvia,LVA,66,0,0,,0,0
2019,Afghanistan,AFG,Madagascar,MDG,10,10,0,,0,0
2019,Afghanistan,AFG,"North Macedonia",MKD,5,15,0,,0,0
2019,Afghanistan,AFG,"Rep. of Moldova",MDA,24,0,0,,0,0
2019,Afghanistan,AFG,Malaysia,MYS,1352,1156,0,,0,0
2019,Afghanistan,AFG,Morocco,MAR,5,6,0,,0,0
2019,Afghanistan,AFG,Malta,MLT,0,5,0,,0,0
2019,Afghanistan,AFG,Montenegro,MNE,0,50,0,,0,0
2019,Afghanistan,AFG,Nepal,NPL,51,0,0,,0,0
2019,Afghanistan,AFG,Netherlands,NLD,5815,543,0,,0,0
2019,Afghanistan,AFG,Nigeria,NGA,5,0,0,,0,0
2019,Afghanistan,AFG,Norway,NOR,5108,89,0,,0,0
2019,Afghanistan,AFG,Nauru,NRU,25,5,0,,0,0
2019,Afghanistan,AFG,"New Zealand",NZL,46,31,0,,0,0
2019,Afghanistan,AFG,Pakistan,PAK,1419084,8424,0,,0,0
2019,Afghanistan,AFG,Panama,PAN,5,6,0,,0,0
2019,Afghanistan,AFG,Philippines,PHL,14,6,0,,0,0
2019,Afghanistan,AFG,"Papua New Guinea",PNG,43,5,0,,0,0
2019,Afghanistan,AFG,Poland,POL,121,16,0,,0,0
2019,Afghanistan,AFG,Portugal,PRT,20,5,0,,0,0
2019,Afghanistan,AFG,Romania,ROU,148,67,0,,0,0
2019,Afghanistan,AFG,"South Africa",ZAF,0,24,0,,0,0
2019,Afghanistan,AFG,"Russian Federation",RUS,795,268,0,,0,0
2019,Afghanistan,AFG,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,19,10,0,,0,2662
2019,Afghanistan,AFG,Senegal,SEN,0,5,0,,0,0
2019,Afghanistan,AFG,Spain,ESP,395,270,0,,0,0
2019,Afghanistan,AFG,Sudan,SDN,0,0,0,,0,5
2019,Afghanistan,AFG,Slovakia,SVK,276,0,0,,0,0
2019,Afghanistan,AFG,Slovenia,SVN,51,25,0,,0,0
2019,Afghanistan,AFG,Sweden,SWE,30546,3118,0,,0,0
2019,Afghanistan,AFG,Switzerland,CHE,13455,1152,0,,0,0
2019,Afghanistan,AFG,"Syrian Arab Rep.",SYR,1110,32,0,,0,0
2019,Afghanistan,AFG,Thailand,THA,134,18,0,,0,0
2019,Afghanistan,AFG,Tajikistan,TJK,3783,1413,0,,0,0
2019,Afghanistan,AFG,Turkmenistan,TKM,14,0,0,,0,0
2019,Afghanistan,AFG,Turkey,TUR,1192,116403,0,,0,0
2019,Afghanistan,AFG,"United Arab Emirates",ARE,5,25,0,,0,0
2019,Afghanistan,AFG,Ukraine,UKR,820,647,0,,0,0
2019,Afghanistan,AFG,Uruguay,URY,0,5,0,,0,0
2019,Afghanistan,AFG,"United States of America",USA,1629,727,0,,0,0
2019,Afghanistan,AFG,Uzbekistan,UZB,13,0,0,,0,0
2019,Afghanistan,AFG,"Venezuela (Bolivarian Republic of)",VEN,10,0,0,,0,0
2020,Afghanistan,AFG,Afghanistan,AFG,0,0,2886317,,0,82595
2020,Afghanistan,AFG,Albania,ALB,0,0,0,,0,5
2020,Afghanistan,AFG,Algeria,DZA,5,0,0,,0,0
2020,Afghanistan,AFG,Egypt,EGY,34,44,0,,0,0
2020,Afghanistan,AFG,Argentina,ARG,12,0,0,,0,0
